sentence,emotion
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,anger
i am feeling irritated and bitching at them chances are they will soon be bitching at each other,anger
i was fed up of being plagued by horrendous nightmares every night and then waking up feeling incredilbly agitated and suffering from the lack of quality sleep,anger
i feel completely agitated and full of blame,anger
i try really hard to understand your world but i don t always feel that people can be bothered to understand my world,anger
i feel like ive never wronged but act as if they dont wish to associate with me,anger
i have an overwhelming feeling of sadness that there are people in this world that are so hateful,anger
i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now,anger
i do this but it is done for a few more months and i can stop feeling stressed about not being able to find what i am searching for in my stitching nest,anger
i swore this year i wasnt going to make the cookies i would only make enough for my family and actually enjoy the baking process and not feel stressed out,anger
i occasionally feel resentful when my children make multiple demands regarding what i need to do for them,anger
i feel so dissatisfied with myself,anger
i was having this conversation with these girls no older than and with relaxed hair i didnt feel insulted,anger
i am just feeling grumpy tonight,anger
i feel jealous betrayed and sometimes angry,anger
i saw a drunk man tottering behind his wife and insulting her awfully,anger
i wouldnt wish these feelings on someone i hated,anger
i feel insincere like my heart has shrunk and i have a smaller capacity to love people,anger
i could feel again and i hated it,anger
